"","Material","Freq","Dataset","model","meanBeta","sdBeta","meanAlpha","sdAlpha"
"78","JohnsHopkins",55,"subsets","Weighted",0.0377923049034212,0.000524026666800224,0.169206663585597,0.00556826764927237
"79","JohnsHopkins",55,"subsets","York",0.0390163813159139,0.00061908481020477,0.162059817480414,0.00567305754303117
"80","JohnsHopkins",55,"subsets","LM",0.0375209317542355,0.000472314767332364,0.172252872002191,0.00522340227340923
"81","LSCE",27,"subsets","LM",0.0399994309608917,0.00254917061530893,0.148124713522566,0.0309188210682481
"82","LSCE",27,"subsets","BLM1_fit_NoErrors",0.0402192479219228,0.00336813243527914,0.145825784532697,0.0415634237105138
"83","LSCE",27,"subsets","Deming",0.0423308799550765,0.0020251928740175,0.120402580880704,0.0256527736044264
"84","LSCE",27,"subsets","Weighted",0.0400597887139094,0.00269720136171854,0.147861051672631,0.0325176030093248
"85","LSCE",27,"subsets","York",0.0426807039262964,0.00198756576337302,0.116129405970134,0.0250000814968471
"86","LSCE",27,"subsets","BLM3",0.0401142604241273,0.0031922003529969,0.147105553344424,0.0393781810181102
"87","LSCE",27,"subsets","BLM1_fit",0.042996453882361,0.00493598875905617,0.111304939597035,0.0613259901915854
"88","LSCE",27,"Full","BLM3",0.0401443058034633,0.00488709370970389,0.146832985761088,0.0603896296791953
"89","MIT",60,"subsets","BLM1_fit_NoErrors",0.0396581615518533,0.000506154305827588,0.149001369979936,0.0048583102523215
"90","MIT",60,"subsets","Deming",0.0398243982670041,0.000500901126115427,0.148523542318105,0.00499565712408243
"91","MIT",60,"subsets","York",0.0397137179207648,0.000554587859143766,0.149426555523262,0.00549164708480883
"92","MIT",60,"subsets","BLM1_fit",0.039921216817261,0.000491865856253769,0.14696817289769,0.00475725592408439
"93","MIT",60,"subsets","Weighted",0.0392918230603093,0.000706897880430975,0.152755210437466,0.00740489635445338
"94","MIT",60,"subsets","LM",0.0396806034203039,0.000512628332450061,0.148612190474855,0.0053425401253536
"95","MIT",60,"Full","BLM3",0.0396597909866025,0.000622844495142641,0.148956295200175,0.00611410102457053
"96","MIT",60,"subsets","BLM3",0.0396404965645356,0.000503394255248811,0.149179872633956,0.00494615044297888
"97","StonyBrook",13,"subsets","Deming",0.0374175822779659,0.00226603359276058,0.14804413995261,0.0248009203788229
"98","StonyBrook",13,"subsets","BLM1_fit_NoErrors",0.0367164229579756,0.00207781809446706,0.156524173735434,0.0212425307641503
"99","StonyBrook",13,"Full","BLM3",0.0365749997690007,0.00184276044545138,0.157880480236412,0.0187769095821
"100","StonyBrook",13,"subsets","Weighted",0.0365398635365969,0.00290835740211918,0.15838493855617,0.0308910860586974
"101","StonyBrook",13,"subsets","BLM1_fit",0.0372004321920003,0.00235893554620189,0.151342951736834,0.0241883311601711
"102","StonyBrook",13,"subsets","York",0.0369117475631191,0.00299623890134094,0.154632205086464,0.0338832567727123
"103","StonyBrook",13,"subsets","BLM3",0.0365037677547601,0.00212691149512312,0.158739302950445,0.021679537119646
"104","StonyBrook",13,"subsets","LM",0.0371269756219514,0.00211394947987275,0.152228639012534,0.021637946854015
"105","Tulane",25,"subsets","BLM1_fit_NoErrors",0.0384497579997269,0.00403181865320933,0.144606163578254,0.0462638902364361
"106","Tulane",25,"subsets","Deming",0.0406251901173274,0.0143095068641822,0.13159995480097,0.171448553541526
"107","Tulane",25,"subsets","BLM3",0.0385442279050147,0.00419487205453471,0.143509713386466,0.0479700278914362
"108","Tulane",25,"Full","BLM3",0.0383136372085817,0.00304674999355818,0.146098690384471,0.0348628404832213
"109","Tulane",25,"subsets","Weighted",0.038397410087409,0.00373982692168865,0.144709336560583,0.0425740932045813
"110","Tulane",25,"subsets","LM",0.0382310847210128,0.00435832936228748,0.14696602570982,0.0509207280397304
"111","Tulane",25,"subsets","BLM1_fit",0.0426284958056816,0.00611683491536778,0.09712207280041,0.0698271118134522
"112","Tulane",25,"subsets","York",0.041512864286513,0.0146367332815052,0.121857019097564,0.174570546099363
"113","UCLATripati",270,"subsets","BLM3",0.0382724447956123,0.000753061390929841,0.164497274556502,0.00888119993925039
"114","UCLATripati",270,"subsets","BLM1_fit_NoErrors",0.0383210545778517,0.000819092863489182,0.163897290000561,0.00966842353428139
"115","UCLATripati",270,"subsets","LM",0.0380865714416766,0.0010847771738107,0.166832838357238,0.0129738265492026
"116","UCLATripati",270,"Full","BLM3",0.0382862295126066,0.000942958796425675,0.164342691394961,0.0111572946207489
"117","UCLATripati",270,"subsets","Deming",0.0379046933746837,0.00147375674544108,0.170705953201788,0.0186094518055531
"118","UCLATripati",270,"subsets","BLM1_fit",0.0393124774483689,0.00127061201538307,0.152264951037287,0.0149531546708909
"119","UCLATripati",270,"subsets","York",0.0378113651341606,0.00131949807439691,0.172208257778255,0.0164248923086733
"120","UCLATripati",270,"subsets","Weighted",0.0377073151041013,0.000775397611543619,0.171216223051101,0.00900495570578525
"121","UMichigan",17,"subsets","LM",0.0375391795213131,0.000971401810609819,0.167129380163767,0.00829537578590036
"122","UMichigan",17,"subsets","Deming",0.0365595900287707,0.00108386136509093,0.172594377105273,0.0096254827152845
"123","UMichigan",17,"subsets","BLM1_fit_NoErrors",0.0374356875322346,0.00122900989630376,0.168174487712504,0.0113543000574407
"124","UMichigan",17,"subsets","York",0.036470998506956,0.00111431699024779,0.174646112213235,0.00892016611310281
"125","UMichigan",17,"subsets","BLM1_fit",0.037441336145016,0.00108815186250367,0.16954242411803,0.0107117414543278
"126","UMichigan",17,"Full","BLM3",0.0374057546682337,0.00132762681844381,0.168394291534312,0.0122816823692006
"127","UMichigan",17,"subsets","BLM3",0.0373470597933581,0.00127239200025397,0.168828891221598,0.0118132303058273
"128","UMichigan",17,"subsets","Weighted",0.0373889611551688,0.0010072479769852,0.1684968871213,0.00868178860400994
"129","UnivBergen",56,"subsets","Deming",0.0438189238183107,0.00244970718974977,0.104700129056784,0.0290610024848141
"130","UnivBergen",56,"subsets","BLM1_fit_NoErrors",0.0390444712668751,0.00185871420042412,0.160106257972217,0.0223260711347285
"131","UnivBergen",56,"subsets","LM",0.0391640580527149,0.00225537386889394,0.158700341981005,0.0268469739321432
"132","UnivBergen",56,"subsets","BLM3",0.0389893195798665,0.00184859862125429,0.160774777493357,0.0222243049212007
"133","UnivBergen",56,"subsets","York",0.0434931004632059,0.00231348668452519,0.108462455294912,0.0275503958477364
"134","UnivBergen",56,"subsets","BLM1_fit",0.0404711482663293,0.00231496569119265,0.142948460483137,0.0277304874621114
"135","UnivBergen",56,"Full","BLM3",0.0390041273148287,0.00363812465743191,0.160591439342594,0.0436874152212238
"136","UnivBergen",56,"subsets","Weighted",0.0390379179291592,0.00217977863589461,0.160545091675592,0.0261071544426925
"137","Utrecht",11,"subsets","Weighted",0.029092774375615,0.00620730699571798,0.287841081514147,0.0766412595482868
"138","Utrecht",11,"Full","BLM3",0.0290469139818408,0.00773733904242406,0.288240720156643,0.0978732836004708
"139","Utrecht",11,"subsets","Deming",-0.0167745833976487,0.447192585711671,0.897921814737588,5.9397121594304
"140","Utrecht",11,"subsets","BLM1_fit_NoErrors",0.0291039255593777,0.00782710205238972,0.287475885458173,0.0991367953271726
"141","Utrecht",11,"subsets","York",0.0266767733409248,0.00484602293414377,0.318955839490609,0.0592782743579503
"142","Utrecht",11,"subsets","LM",0.0293268644565146,0.00597394162265566,0.285307857415098,0.0742477407443213
"143","Utrecht",11,"subsets","BLM3",0.0291083446047506,0.00822040764966023,0.287520072468672,0.104105051965923
"144","Utrecht",11,"subsets","BLM1_fit",0.00625878540890745,0.0571254607808352,0.597304835639887,0.74537865244091
"145","UW",56,"subsets","Deming",0.0413455599605669,0.00246491421264988,0.144094192645388,0.0251805760717855
"146","UW",56,"subsets","BLM1_fit_NoErrors",0.0411896279503935,0.00122585387522755,0.143797617727056,0.0131321153776755
"147","UW",56,"subsets","York",0.0411548698142729,0.00260347972162197,0.146129025311898,0.0267469860702658
"148","UW",56,"subsets","LM",0.041285433430501,0.00122837009661459,0.142673080911661,0.0127669142329484
"149","UW",56,"subsets","BLM3",0.0412203427364957,0.00128973470639153,0.143447030939171,0.0137292157235477
"150","UW",56,"subsets","BLM1_fit",0.0422727190710116,0.00128854549793399,0.132257333624368,0.013800752962099
"151","UW",56,"subsets","Weighted",0.0415947378000723,0.00135894172584549,0.139534160103851,0.0144148613958513
"152","UW",56,"Full","BLM3",0.0412486963034722,0.00143249732682054,0.143091137259673,0.0152899957028329
