Publication,Code,AdditionalTaxonomicInfo,Genus,Species,CurrentGenus,CurrentSpecies,ForamEcogroup,EcoGroupPub,,Sample Name,Mineralogy,Lab,Forams,MarineMetazoa,Teeth,NaturalSynthetic,Mollusk,Lake,Corals,N,D47,D47error,Temperature_C,Temperature,TempError_C,TempError,d18O water,d18O water SD,Acid T,pH,Source
in prep,Tripati,Foraminifera,Neogloboquadrina dutertrei,dutertrei,Neogloboquadrina,,,,,WP7_22',C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.602,0.01,18.3,11.77258624,0.96,0.077,0.31,0.2,70,,
in prep,Tripati,Foraminifera,Neogloboquadrina dutertrei,dutertrei,Neogloboquadrina,,,,,JL11',C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.594,0.009,16.6,11.91113401,0.95,0.078,0.06,0.2,70,,
in prep,Tripati,Foraminifera,Neogloboquadrina dutertrei,dutertrei,Neogloboquadrina,,,,,JL13',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.612,0.007,15.1,12.03542326,1.31,0.109,0.52,0.27,70,,
in prep,Tripati,Foraminifera,Neogloboquadrina pachyderma,pachyderma,Neogloboquadrina,,,,,FC27F_calcite',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,10,0.636,0.007,9.7,12.49935589,1.08,0.095,0.5,0.2,70,,
in prep,Tripati,Foraminifera,Neogloboquadrina pachyderma,pachyderma,Neogloboquadrina,,,,,JL31',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.668,0.002,3.3,13.08479164,1.25,0.118,-0.38,0.2,70,,
in prep,Tripati,Foraminifera,Orbulina universa,universa,Orbulina,,,,,FC12_calcite',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.599,0.004,22.8,11.41729734,1.07,0.082,0.68,0.2,70,,
in prep,Tripati,Foraminifera,Orbulina universa,universa,Orbulina,,,,,FC20A_calcite',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.606,0.016,11.2,12.36783079,0.95,0.082,0.51,0.2,70,,
in prep,Tripati,Foraminifera,Pulleniatina obliquiloculata,obliquiloculata,Pulleniatina,,,,,P obliq_t 1614m',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,6,0.601,0.011,21.3,11.53391862,0.95,0.074,0.29,0.2,70,,
in prep,Tripati,Foraminifera,Pulleniatina obliquiloculata,obliquiloculata,Pulleniatina,,,,,P obliq_t 2015m',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,8,0.572,0.009,21.6,11.51045185,1.48,0.115,0.29,0.2,70,,
in prep,Tripati,Foraminifera,Pulleniatina obliquiloculata,obliquiloculata,Pulleniatina,,,,,P obliq_t 2445m',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,8,0.597,0.008,19.9,11.6443848,0.97,0.077,0.29,0.2,70,,
in prep,Tripati,Foraminifera,Pulleniatina obliquiloculata,obliquiloculata,Pulleniatina,,,,,P obli 2959m',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.576,0.025,19.8,11.6523359,0.97,0.077,0.29,0.2,70,,
in prep,Tripati,Foraminifera,Pulleniatina obliquiloculata,obliquiloculata,Pulleniatina,,,,,P obliq_t 3160m',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.579,0.024,23.4,11.37114358,0.95,0.073,-0.02,0.2,70,,
in prep,Tripati,Foraminifera,Pulleniatina obliquiloculata,obliquiloculata,Pulleniatina,,,,,FC39C_calcite',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.616,0.011,23.7,11.34817158,0.96,0.073,0.08,0.2,70,,
in prep,Tripati,Foraminifera,Pulleniatina obliquiloculata,obliquiloculata,Pulleniatina,,,,,P obli_t 3411 C',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.619,0.004,22.4,11.44822279,0.95,0.073,0.39,0.2,70,,
in prep,Tripati,Foraminifera,Pulleniatina obliquiloculata,obliquiloculata,Pulleniatina,,,,,FC50A_calcite',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.581,0.005,21,11.55745722,1.23,0.096,0.29,0.2,70,,
in prep,Tripati,Foraminifera,Pulleniatina obliquiloculata,obliquiloculata,Pulleniatina,,,,,P obliq_t 3711m',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.594,0.013,20.6,11.58895428,1.67,0.131,0.29,0.2,70,,
in prep,Tripati,Foraminifera,Pulleniatina obliquiloculata,obliquiloculata,Pulleniatina,,,,,FC53A_calcite',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.602,0.012,19.5,11.67623812,1.27,0.101,0.29,0.2,70,,
in prep,Tripati,Foraminifera,Pulleniatina obliquiloculata,obliquiloculata,Pulleniatina,,,,,FC54A_calcite',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,7,0.561,0.005,22.1,11.47149942,1.57,0.121,0.35,0.2,70,,
in prep,Tripati,Foraminifera,Pulleniatina obliquiloculata,obliquiloculata,Pulleniatina,,,,,P obli_t 4438m C',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.573,0.012,23.1,11.3941854,1.97,0.150,0.32,0.2,70,,
in prep,Tripati,Foraminifera,Pulleniatina obliquiloculata,obliquiloculata,Pulleniatina,,,,,A14_16',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,2,0.604,0.004,21.7,11.50264551,1.32,0.102,0.29,0.2,70,,
in prep,Tripati,Foraminifera,Pulleniatina obliquiloculata,obliquiloculata,Pulleniatina,,,,,E035_8',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,15,0.608,0.008,22.2,11.46373266,1.02,0.079,0.35,0.2,70,,
in prep,Tripati,Foraminifera,Pulleniatina obliquiloculata,obliquiloculata,Pulleniatina,,,,,WP7_24',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.583,0.009,19.4,11.68422187,1.1,0.087,0.29,0.22,70,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Bulk,Bulk,,,,,,MD97-2138 0-5 bulk 9,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.613,0.008,27,11.10000833,2.33,0.170,0.12,0.24,90,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Bulk,Bulk,,,,,,MD97-2138 0-5cm bulk,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.607,0.011,24,11.32526912,1.13,0.086,0.12,0.24,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Bulk,Bulk,,,,,,car 38 md97-2138 bulk 0-5,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,2,0.603,0.015,24.5,11.28725213,1.14,0.086,0.12,0.24,90,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Cibicidoides mundulus,Cibicidoides mundulus,,,,,,CD113 site A C MUNDULUS,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,2,0.664,0.012,6.9,12.75054787,0.95,0.086,0.2,0.2,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Globigerina bulloides,Globigerina bulloides,Globigerina,Globigerina bulloides,Top 30 to 50m. Isotopes of C&O known to be out of equilibrium w seawater,"Curry and Matthews, 1981; Kahn and Williams, 1981; Deuser and Ross, 1989; Sautter and Thunell, 1991; Spero and Lea 1996; Niebler et al 1999",,NEAP 3B G bulloides,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.621,0.019,10.1,12.46407814,0.93,0.081,0.36,0.2,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Globigerina bulloides,Globigerina bulloides,Globigerina,Globigerina bulloides,Top 30 to 50m. Isotopes of C&O known to be out of equilibrium w seawater,"Curry and Matthews, 1981; Kahn and Williams, 1981; Deuser and Ross, 1989; Sautter and Thunell, 1991; Spero and Lea 1996; Niebler et al 1999",,T90 10B G BULLOIDES,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.647,0.009,15.8,11.97718072,0.93,0.077,0.69,0.2,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Globigerinoides ruber,Globigerinoides ruber,Globigerinoides,Globigerinoides ruber,1 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2011,,806A 1-1 9-11 g ruber AT-151,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.62,0.006,24.7,11.27209891,1.01,0.076,0.25,0.21,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Globigerinoides ruber,Globigerinoides ruber,Globigerinoides,Globigerinoides ruber,1 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2011,,806A 1-1 9-11 g ruber AT-152,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.607,0.006,24.5,11.28725213,1,0.075,0.25,0.21,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Globigerinoides ruber,Globigerinoides ruber,Globigerinoides,Globigerinoides ruber,1 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2011,,806A 1-1_ 9-11 G ruber,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,2,0.571,0.007,24.9,11.25697619,1.01,0.076,0.25,0.21,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Globigerinoides ruber,Globigerinoides ruber,Globigerinoides,Globigerinoides ruber,1 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2011,,CD145 A150 g ruber,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.575,0.008,26.1,11.1668757,1.01,0.075,0.66,0.2,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Globigerinoides ruber,Globigerinoides ruber,Globigerinoides,Globigerinoides ruber,1 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2011,,CD145 A300 0-1 CM G RUBER PLANKTIC FORAM,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.593,0.013,26.6,11.1296528,1.03,0.076,0.66,0.2,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Globigerinoides ruber,Globigerinoides ruber,Globigerinoides,Globigerinoides ruber,1 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2011,,CD145 A300 g ruber cleaned oxid,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.555,0.009,26.2,11.15941619,1.01,0.075,0.66,0.2,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Globigerinoides ruber,Globigerinoides ruber,Globigerinoides,Globigerinoides ruber,1 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2011,,CD145 A500 0-1 CM G RUBER PLANKTIC FORAM,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.579,0.015,26.6,11.1296528,1.03,0.076,0.66,0.2,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Globigerinoides ruber,Globigerinoides ruber,Globigerinoides,Globigerinoides ruber,1 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2011,,CD145-A500 g ruber cleaned to remove clays,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.565,0.007,26,11.17434268,1.01,0.075,0.66,0.2,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Globigerinoides ruber,Globigerinoides ruber,Globigerinoides,Globigerinoides ruber,1 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2011,,MD97-2138 0-5cm G ruber,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.59,0.005,25.9,11.18181716,1.06,0.079,0.24,0.21,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Globigerinoides ruber,Globigerinoides ruber,Globigerinoides,Globigerinoides ruber,1 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2011,,MD97-2138 g ruber,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.569,0.008,24.7,11.27209891,1,0.075,0.24,0.21,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Globigerinoides ruber,Globigerinoides ruber,Globigerinoides,Globigerinoides ruber,1 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2011,,V24-109 0-1 cm G ruber,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.576,0.008,25.5,11.21179018,0.99,0.074,0.28,0.2,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Globigerinoides ruber,Globigerinoides ruber,Globigerinoides,Globigerinoides ruber,1 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2011,,V24-109 G ruber,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.584,0.006,21.5,11.51826614,0.94,0.073,0.28,0.2,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Globigerinoides sacculifer,Globigerinoides sacculifer,Trilobatus,Trilobatus sacculifer,1 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2011,,806A 1-1_ 9-11 G sacculifer,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,2,0.582,0.002,24,11.32526912,1.37,0.104,0.25,0.21,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Globigerinoides sacculifer,Globigerinoides sacculifer,Trilobatus,Trilobatus sacculifer,1 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2011,,CH115-80P G SACC,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.552,0.009,21.5,11.51826614,0.94,0.073,0.82,0.2,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Globigerinoides sacculifer,Globigerinoides sacculifer,Trilobatus,Trilobatus sacculifer,1 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2011,,CH75-18-16 G Sacc,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,2,0.555,0.013,22.9,11.40958555,1.19,0.091,1.01,0.21,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Globigerinoides sacculifer,Globigerinoides sacculifer,Trilobatus,Trilobatus sacculifer,1 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2011,,KNR110-43-PC G SACC,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,2,0.589,0.018,25.2,11.23434911,1.7,0.127,0.87,0.2,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Globigerinoides sacculifer (without Sac),Globigerinoides sacculifer (without Sac),Trilobatus,Trilobatus sacculifer,1 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2011,,806A-1 without sac,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.597,0.008,21.1,11.54960302,0.96,0.075,0.23,0.21,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Globigerinoides sacculifer (without Sac),Globigerinoides sacculifer (without Sac),Trilobatus,Trilobatus sacculifer,2 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2012,,V24-109 G sacc without sac,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.585,0.01,24.3,11.30243592,0.96,0.073,0.28,0.2,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Globigerinoides sacculifer (without Sac),Globigerinoides sacculifer (without Sac),Trilobatus,Trilobatus sacculifer,3 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2013,,V24-109 G sacc without sac,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.589,0.012,24.2,11.31003931,0.96,0.073,0.28,0.2,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Globorotalia hirsuta,Globorotalia hirsuta,Globorotalia,Globorotalia hirsuta,4 Open ocean sub-thermocline,Aze et al 2011,,CD145 A150 G HIRSUTA CLEANED OXID,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.628,0.01,9.4,12.52591259,0.94,0.083,0.45,0.2,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Globorotalia hirsuta,Globorotalia hirsuta,Globorotalia,Globorotalia hirsuta,4 Open ocean sub-thermocline,Aze et al 2011,,T90 g hirsuta cleaned to remove clays Gannsen,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.602,0.009,9.7,12.49935589,0.95,0.084,0.43,0.2,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Globorotalia menardii,Globorotalia menardii,Globorotalia,Globorotalia menardii,3 Open ocean thermocline,Aze et al 2011,,KNR-110-43PC G MENARDII,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.571,0.006,21.9,11.48705663,0.94,0.073,0.86,0.2,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Globorotalia truncatulinoides,Globorotalia truncatulinoides,Globorotalia,Globorotalia truncatulinoides,4 Open ocean sub-thermocline,Aze et al 2011,,T90 10B G truncatulinoides,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.641,0.01,11.9,12.30716177,0.96,0.082,0.55,0.21,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Globorotalia tumida,Globorotalia tumida,Globorotalia,Globorotalia tumida,3 Open ocean thermocline,Aze et al 2011,,2_5BC37 G tumida,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.601,0.009,19.1,11.70822232,1.01,0.081,0.22,0.22,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Globorotalia tumida,Globorotalia tumida,Globorotalia,Globorotalia tumida,3 Open ocean thermocline,Aze et al 2011,,3BC16 G tumida,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.602,0.004,19.4,11.68422187,1.01,0.080,0.22,0.22,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Globorotalia tumida,Globorotalia tumida,Globorotalia,Globorotalia tumida,3 Open ocean thermocline,Aze et al 2011,,4BC51 G tumida,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.583,0.009,19.1,11.70822232,1.01,0.081,0.22,0.22,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Globorotalia tumida,Globorotalia tumida,Globorotalia,Globorotalia tumida,3 Open ocean thermocline,Aze et al 2011,,5BC54 g tumida AT-136,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.637,0.009,17,11.87831533,1.01,0.082,0.22,0.22,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Globorotalia tumida,Globorotalia tumida,Globorotalia,Globorotalia tumida,3 Open ocean thermocline,Aze et al 2011,,5_5BC58 G tumida,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.609,0.012,16.9,11.88650727,1.01,0.082,0.22,0.22,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Hoeglundina elegans,Hoeglundina elegans,Hoeglundina,Hoeglundina elegans,Unknown,,,NEAP 19 HOEGLUNDINA ELEGANS aragonite,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,2,0.668,0.019,4.3,12.99063982,1.35,0.126,0.24,0.2,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Mixed benthic species,Mixed benthic species,,,,,,OJP 5BC 54 MIXED BENTHIC SPECIES,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.652,0.014,6.2,12.81452901,0.96,0.088,-0.07,0.2,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Oridorsalis umbonatus,Oridorsalis umbonatus,,,,,,CD113 site A O UMBONATUS,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.652,0.009,5.4,12.88824177,0.98,0.090,0.2,0.2,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Oridorsalis umbonatus,Oridorsalis umbonatus,,,,,,Hening N Atl-1243 O umbonatus,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,2,0.667,0.008,3.4,13.07533048,1.79,0.168,0.27,0.2,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Planulina wuellerstorfi,Planulina wuellerstorfi,Cibicidoides,Cibicidoides wuellerstorfi,Unknown,,,CD113 site A C WUELLERSTORFI,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,2,0.632,0.02,6.2,12.81452901,0.96,0.088,0.2,0.2,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Pulleniatina obliquiloculata,Pulleniatina obliquiloculata,Pulleniatina,Pulleniatina obliquiloculata,3 Open ocean thermocline,Aze et al 2011,,CD145 A500 P OBLIQUILOCULATA,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.595,0.012,23.8,11.34052971,0.96,0.073,0.68,0.2,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Pulleniatina obliquiloculata,Pulleniatina obliquiloculata,Pulleniatina,Pulleniatina obliquiloculata,3 Open ocean thermocline,Aze et al 2011,,CD145 A500 p obliquiloculata cleaned to remove clays,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.625,0.012,22.7,11.42501694,0.95,0.073,0.68,0.2,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Uvigerina semiornata,Uvigerina semiornata,Uvigerina,Uvigerina semiornata,Unknown,,,CD145 A150 0-2 UVIGERINA,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,2,0.598,0.004,16.3,11.93583735,0.94,0.077,0.61,0.2,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Uvigerina semiornata,Uvigerina semiornata,Uvigerina,Uvigerina semiornata,Unknown,,,CD145 A150 UVIGERINA,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,2,0.632,0.004,15.4,12.01041026,0.93,0.077,0.61,0.2,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Uvigerina semiornata,Uvigerina semiornata,Uvigerina,Uvigerina semiornata,Unknown,,,CD145 A300 0-2 UVIGERINA,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,2,0.613,0.033,16,11.96061763,1.24,0.102,0.59,0.2,25,,
in prep,Tripati (reprocessed from Tripati 2010),Foraminifera,Uvigerina semiornata,Uvigerina semiornata,Uvigerina,Uvigerina semiornata,Unknown,,,CD145 A500 UVIGERINA,C,Caltech,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.596,0.01,12.8,12.22981249,0.93,0.079,0.48,0.2,25,,
in prep,Came UCLA,Foraminifera,Cibicidoides,Cibicidoides,,,,,,B1,C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,12,0.615,0.005,16,11.96061763,1.25,0.103,0.82,0.2,70,,
in prep,Came UCLA,Foraminifera,Cibicidoides,Cibicidoides,,,,,,B5,C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,9,0.671,0.008,5.8,12.85130612,1.05,0.096,0.03,0.2,70,,
in prep,Came UCLA,Foraminifera,Cibicidoides spp,Cibicidoides spp,,,,,,B9,C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,6,0.641,0.007,6.7,12.76877921,0.98,0.089,0.27,0.2,70,,
in prep,Came UCLA,Foraminifera,Hoeglundina elegans,Hoeglundina elegans,Hoeglundina,Hoeglundina elegans,Unknown,,,B10 aragonite,C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.663,0.009,5.5,12.87899294,1,0.092,0.27,0.2,70,,
in prep,Came UCLA,Foraminifera,Hoeglundina elegans,Hoeglundina elegans,Hoeglundina,Hoeglundina elegans,Unknown,,,B2 aragonite,C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.627,0.015,14.4,12.09409167,0.97,0.081,0.82,0.2,70,,
in prep,Came UCLA,Foraminifera,Hoeglundina elegans,Hoeglundina elegans,Hoeglundina,Hoeglundina elegans,Unknown,,,B6 aragonite,C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,10,0.642,0.008,5.3,12.89750056,1.04,0.096,0.03,0.2,70,,
in prep,Came UCLA,Foraminifera,Planulina ariminensis,Planulina ariminensis,Planulina,Planulina ariminensis,Unknown,,,B3,C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.629,0.011,16,11.96061763,0.97,0.080,0.82,0.2,70,,
in prep,Came UCLA,Foraminifera,Uvigerina,Uvigerina semiornata,Uvigerina,Uvigerina semiornata,Unknown,,,B11,C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.641,0.015,5.2,12.90676934,1.01,0.093,0.27,0.2,70,,
in prep,Came UCLA,Foraminifera,Uvigerina,Uvigerina semiornata,Uvigerina,Uvigerina semiornata,Unknown,,,B4,C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,11,0.622,0.011,13,12.21272279,1.2,0.102,0.82,0.2,70,,
in prep,Came UCLA,Foraminifera,Uvigerina,Uvigerina semiornata,Uvigerina,Uvigerina semiornata,Unknown,,,B7,C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,8,0.662,0.01,4.4,12.98128057,1.41,0.131,0.03,0.2,70,,
in prep,Arnold,Lake Carbonate - Abiotic,,,,,,,,Pipahai Lake,C,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Lake,NonCorals,2,0.63,0.018,19.3,11.69221381,2.5,0.197,2.92,,90,,Li 2020
in prep,Arnold,Lake Carbonate - Abiotic,,,,,,,,Chagan Lake,C,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Lake,NonCorals,2,0.624,0.01,24.0,11.32526912,2.5,0.188,-2.19,,90,,Li 2020
in prep,Arnold,Lake Carbonate - Abiotic,,,,,,,,Gahai Lake,A,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Lake,NonCorals,1,0.637,0.004,15.8,11.97718072,2.4,0.197,1.14,,90,,Li 2020
in prep,Arnold,Lake Carbonate - Abiotic,,,,,,,,Qinghai Lake,A,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Lake,NonCorals,2,0.652,0.007,19.3,11.69221381,2.5,0.197,1.44,,90,,Li 2020
