Publication,Code,AdditionalTaxonomicInfo,Genus,Species,CurrentGenus,CurrentSpecies,ForamEcogroup,EcoGroupPub,Sample Name,Mineralogy,Lab,Forams,MarineMetazoa,Teeth,NaturalSynthetic,Mollusk,Lake,Corals,N,D47,D47error,Temperature_C,Temperature,TempError_C,TempError,d18O water,d18O water SD,Acid T,pH,Source,CDESorICDES,LARGEorSMALL,SyntheticVSForam,BenthicPlanktic
2019,Piasecki,Foraminifera,Mixed benthic species,,Mixed benthic species,,,,Mixed benthic 50MC-G,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,47,0.652,0.005,47,12.1850,,0.05,0.99,0.2,,,,ICDES,Small,Forams,Benthic
2019,Piasecki,Foraminifera,Mixed benthic species,,Mixed benthic species,,,,Mixed benthic 53MC-G,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,88,0.658,0.004,88,12.4406,,0.19,0.83,0.2,,,,ICDES,Small,Forams,Benthic
2019,Piasecki,Foraminifera,Mixed benthic species,,Mixed benthic species,,,,Mixed benthic 89MC-G,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,38,0.625,0.006,38,11.7686,,0.33,0.87,0.2,,,,ICDES,Small,Forams,Benthic
2019,Piasecki,Foraminifera,Mixed benthic species,,Mixed benthic species,,,,Mixed benthic 94MC-G,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,59,0.613,0.004,59,11.4856,,0.31,0.99,0.2,,,,ICDES,Small,Forams,Benthic
2019,Piasecki,Foraminifera,Mixed benthic species,,Mixed benthic species,,,,Mixed benthic GS07-150-22-1,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,58,0.670,0.004,58,12.9438,,0.08,0.01,0.2,,,,ICDES,Small,Forams,Benthic
2019,Piasecki,Foraminifera,Mixed benthic species,,Mixed benthic species,,,,Mixed benthic MP46-MC,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,48,0.647,0.003,48,12.0377,,0.10,1.6,0.2,,,,ICDES,Small,Forams,Benthic
2019,Piasecki,Foraminifera,Mixed benthic species,,Mixed benthic species,,,,Mixed benthic SO213-71-2,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,32,0.663,0.005,32,13.2945,,0.59,-0.07,0.2,,,,ICDES,Small,Forams,Benthic
2019,Piasecki,Foraminifera,Melonis,barleannum,Melonis,barleannum,,,No Photosymbionts GS06-144-19,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,20,0.697,0.008,20,13.3495,,0.09,0.28,0.2,,,,ICDES,Small,Forams,Benthic
2019,Piasecki,Foraminifera,Pyrgo,,Pyrgo,,,,No Photosymbionts GS07-150-17-2,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,21,0.674,0.005,21,13.2928,,0.17,0.02,0.2,,,,ICDES,Small,Forams,Benthic
2019,Piasecki,Foraminifera,Uvigerina,mediterranea,Uvigerina,mediterranea,,,No Photosymbionts MP43-BC,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,12,0.632,0.008,12,12.0948,,0.08,1.64,0.2,,,,ICDES,Small,Forams,Benthic
in prep,UCLA,Foraminifera,Cibicidoides,,,,,,CT-01-CB,C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.671,0.026,,13.4029,,0.08,,,,,,ICDES,Small,Forams,Benthic
in prep,UCLA,Foraminifera,Cibicidoides,,,,,,CT-02-CB,C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,6,0.659,0.007,,13.2543,,0.08,,,,,,ICDES,Small,Forams,Benthic
in prep,UCLA,Foraminifera,Cibicidoides,,,,,,CT-03-CB,C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,6,0.663,0.011,,13.2312,,0.08,,,,,,ICDES,Small,Forams,Benthic
in prep,UCLA,Foraminifera,Cibicidoides,,,,,,CT-05-CB,C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,6,0.664,0.011,,13.2713,,0.08,,,,,,ICDES,Small,Forams,Benthic
in prep,UCLA,Foraminifera,Cibicidoides,,,,,,CT-06-CB,C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.644,0.006,,13.2320,,0.08,,,,,,ICDES,Small,Forams,Benthic
in prep,UCLA,Foraminifera,Mixed benthic species,,,,,,CT-07-MB,C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.654,0.004,,13.4164,,0.08,,,,,,ICDES,Small,Forams,Benthic
in prep,UCLA,Foraminifera,Mixed benthic species,,,,,,CT-08-MB,C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,6,0.676,0.017,,13.5634,,0.09,,,,,,ICDES,Small,Forams,Benthic
in prep,UCLA,Foraminifera,Mixed benthic species,,,,,,CT-11-MB,C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.659,0.009,,13.4524,,0.08,,,,,,ICDES,Small,Forams,Benthic
in prep,UCLA,Foraminifera,Hoeglundina,elegans,,,,,CT-13-HE,A,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.658,0.010,,13.2048,,0.10,,,,,,ICDES,Small,Forams,Benthic
in prep,UCLA,Foraminifera,Hoeglundina,elegans,,,,,CT-14-HE,A,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.673,0.011,,13.2066,,0.08,,,,,,ICDES,Small,Forams,Benthic
in prep,UCLA,Foraminifera,Hoeglundina,elegans,,,,,CT-15-HE,A,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.659,0.004,,13.1097,,0.08,,,,,,ICDES,Small,Forams,Benthic
in prep,UCLA,Foraminifera,Hoeglundina,elegans,,,,,CT-17-HE,A,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.657,0.010,,13.2789,,0.08,,,,,,ICDES,Small,Forams,Benthic
in prep,UCLA,Foraminifera,Cibicidoides,,,,,,CT-23-CB,C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.640,0.007,,12.1233,,0.08,,,,,,ICDES,Small,Forams,Benthic
in prep,UCLA,Foraminifera,Mixed benthic species,,,,,,CT-24-MB,C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.653,0.011,,12.2034,,0.08,,,,,,ICDES,Small,Forams,Benthic
in prep,UCLA,Foraminifera,Cibicidoides,,,,,,CT-25-CB,C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.669,0.012,,12.7946,,0.09,,,,,,ICDES,Small,Forams,Benthic
in prep,UCLA,Foraminifera,Mixed benthic species,,,,,,CT-26-MB,C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.653,0.011,,12.8501,,0.08,,,,,,ICDES,Small,Forams,Benthic
in prep,UCLA,Foraminifera,Mixed benthic species,,,,,,CT-28-MB,C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.653,0.011,,13.0636,,0.08,,,,,,ICDES,Small,Forams,Benthic
in prep,UCLA,Foraminifera,Hoeglundina,elegans,,,,,CT-29-HE,A,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.646,0.013,,12.9182,,0.08,,,,,,ICDES,Small,Forams,Benthic
in prep,UCLA,Foraminifera,Mixed benthic species,,,,,,CT-31-MB,C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.659,0.011,,13.0412,,0.08,,,,,,ICDES,Small,Forams,Benthic
in prep,UCLA,Foraminifera,Hoeglundina,elegans,,,,,CT-32-HE,A,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.640,0.012,,12.8412,,0.15,,,,,,ICDES,Small,Forams,Benthic
in prep,UCLA,Foraminifera,Cibicidoides,,,,,,CT-36-CB,C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.676,0.015,,13.6467,,0.09,,,,,,ICDES,Small,Forams,Benthic
in prep,UCLA,Foraminifera,Uvigerina,,,,,,CT-39-UV,C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.629,0.004,,12.0383,,0.09,,,,,,ICDES,Small,Forams,Benthic
in prep,UCLA,Foraminifera,Cassidulina,,,,,,CT-40-CC,C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.621,0.017,,11.9999,,0.08,,,,,,ICDES,Small,Forams,Benthic
in prep,UCLA,Foraminifera,Mixed benthic species,,,,,,CT-41-MB,C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.608,0.005,,11.6343,,0.10,,,,,,ICDES,Small,Forams,Benthic
in prep,UCLA,Foraminifera,Mixed benthic species,,,,,,CT-42-MB,C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,6,0.647,0.007,,13.5292,,0.08,,,,,,ICDES,Small,Forams,Benthic
in prep,UCLA,Foraminifera,Mixed benthic species,,,,,,CT-51-MB,C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.685,0.008,,13.3887,,0.10,,,,,,ICDES,Small,Forams,Benthic
in prep,UCLA,Foraminifera,Mixed benthic species,,,,,,CT-52-MB,C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.682,0.010,,13.3471,,0.12,,,,,,ICDES,Small,Forams,Benthic
in prep,UCLA,Foraminifera,Mixed benthic species,,,,,,CT-54-MB,C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.648,0.016,,13.4645,,0.10,,,,,,ICDES,Small,Forams,Benthic
in prep,UCLA,Foraminifera,Mixed benthic species,,,,,,CT-58-MB,C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.669,0.007,,13.4804,,0.10,,,,,,ICDES,Small,Forams,Benthic
in prep,UCLA,Foraminifera,Mixed benthic species,,,,,,CT-68-MB,C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.660,0.015,,13.4203,,0.15,,,,,,ICDES,Small,Forams,Benthic
in prep,UCLA,Foraminifera,Mixed benthic species,,,,,,CT-69-MB,C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.662,0.010,,13.4348,,0.13,,,,,,ICDES,Small,Forams,Benthic
2022,Winter,Bivalve,,Arctica islandica,,,,,29,A,Utrecht,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,15,0.684,0.013,1.1,13.2956,0.2000,0.019,,,,,,ICDES,Small,Neither,Neither
2022,Winter,Bivalve,,Arctica islandica,,,,,3,A,Utrecht,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,13,0.660,0.011,1.1,13.2956,0.2000,0.019,,,,,,ICDES,Small,Neither,Neither
2022,Winter,Bivalve,,Arctica islandica,,,,,6A,A,Utrecht,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,11,0.685,0.015,1.1,13.2956,0.2000,0.019,,,,,,ICDES,Small,Neither,Neither
2022,Winter,Bivalve,,Arctica islandica,,,,,6B,A,Utrecht,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,9,0.648,0.015,1.1,13.2956,0.2000,0.019,,,,,,ICDES,Small,Neither,Neither
2022,Winter,Bivalve,,Arctica islandica,,,,,mixed_1,A,Utrecht,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,34,0.697,0.011,1.1,13.2956,0.2000,0.019,,,,,,ICDES,Small,Neither,Neither
2022,Winter,Bivalve,,Arctica islandica,,,,,mixed_3,A,Utrecht,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,72,0.667,0.006,3.2,13.0943,0.4000,0.038,,,,,,ICDES,Small,Neither,Neither
2022,Winter,Bivalve,,Arctica islandica,,,,,mixed_15,A,Utrecht,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,57,0.638,0.005,15,12.0438,0.3000,0.025,,,,,,ICDES,Small,Neither,Neither
2022,Winter,Bivalve,,Arctica islandica,,,,,111,A,Utrecht,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,11,0.630,0.010,18,11.7969,0.3000,0.024,,,,,,ICDES,Small,Neither,Neither
2022,Winter,Bivalve,,Arctica islandica,,,,,67,A,Utrecht,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,9,0.647,0.010,18,11.7969,0.3000,0.024,,,,,,ICDES,Small,Neither,Neither
2022,Winter,Bivalve,,Arctica islandica,,,,,89,A,Utrecht,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,10,0.615,0.085,18,11.7969,0.3000,0.024,,,,,,ICDES,Small,Neither,Neither
2022,Winter,Bivalve,,Arctica islandica,,,,,mixed_18,A,Utrecht,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,40,0.632,0.008,18,11.7969,0.3000,0.024,,,,,,ICDES,Small,Neither,Neither
2023,Holme,,,,,,,,15-1A,S,StonyBrook,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,1,0.593,0.014,15,12.0438,1.0000,0.083,-6.76,,,,,CDES,Large,Synthetic,Neither
2023,Holme,,,,,,,,15-1C,S,StonyBrook,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.600,0.003,15,12.0438,1.0000,0.083,-7.36,,,,,CDES,Large,Synthetic,Neither
2023,Holme,,,,,,,,15-2A,S,StonyBrook,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.581,0.013,15,12.0438,1.0000,0.083,-6.98,,,,,CDES,Large,Synthetic,Neither
2023,Holme,,,,,,,,25-1A,S,StonyBrook,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,1,0.606,0.009,25,11.2494,1.0000,0.075,-7.45,,,,,CDES,Large,Synthetic,Neither
2023,Holme,,,,,,,,25-1B,S,StonyBrook,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.580,0.007,25,11.2494,1.0000,0.075,-7.4,,,,,CDES,Large,Synthetic,Neither
2023,Holme,,,,,,,,25-2A,S,StonyBrook,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.555,0.005,25,11.2494,1.0000,0.075,-7.26,,,,,CDES,Large,Synthetic,Neither
2023,Holme,,,,,,,,25-3A,S,StonyBrook,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.558,0.009,25,11.2494,1.0000,0.075,-7.19,,,,,CDES,Large,Synthetic,Neither
2023,Holme,,,,,,,,50-2A,S,StonyBrook,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.497,0.013,50,9.5762,5.0000,0.290,-7.07,,,,,CDES,Large,Synthetic,Neither
2023,Holme,,,,,,,,50-3A,S,StonyBrook,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.522,0.021,50,9.5762,5.0000,0.290,-6.31,,,,,CDES,Large,Synthetic,Neither
2023,Holme,,,,,,,,50-4C,S,StonyBrook,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,1,0.534,0.011,50,9.5762,5.0000,0.290,-6.78,,,,,CDES,Large,Synthetic,Neither
2023,Holme,,,,,,,,75-1A,S,StonyBrook,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.436,0.011,75,8.2503,5.0000,0.232,-4.39,,,,,CDES,Large,Synthetic,Neither
2023,Holme,,,,,,,,75-2B,S,StonyBrook,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.452,0.009,75,8.2503,5.0000,0.232,-6.65,,,,,CDES,Large,Synthetic,Neither
2023,Holme,,,,,,,,Jm-Sd-1–625,S,StonyBrook,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.206,0.006,625,1.2397,20.0000,0.053,,,,,,CDES,Large,Synthetic,Neither
2023,Bao,,,,,Achatina fulica,,,AF-20 Avg,A,CAS,NonForaminifera,2,2,Natural,Mollusk,Non-lake,NonCorals,7,0.593,0.002,20,11.6364,,,,,,,,ICDES,Large,Neither,Neither
2023,Bao,,,,,Achatina fulica,,,AF-25 Avg,A,CAS,NonForaminifera,2,2,Natural,Mollusk,Non-lake,NonCorals,19,0.603,0.014,25,11.2494,,,,,,,,ICDES,Large,Neither,Neither
2023,Bao,,,,,Achatina fulica,,,AF-29 Avg,A,CAS,NonForaminifera,2,2,Natural,Mollusk,Non-lake,NonCorals,18,0.588,0.007,29,10.9535,,,,,,,,ICDES,Large,Neither,Neither
2023,Bao,,,,,Achatina fulica,,,AF-31 Avg,A,CAS,NonForaminifera,2,2,Natural,Mollusk,Non-lake,NonCorals,8,0.571,0.006,31,10.8100,,,,,,,,ICDES,Large,Neither,Neither
2023,Bao,,,,,Achatina fulica,,,AF-33 Avg,A,CAS,NonForaminifera,2,2,Natural,Mollusk,Non-lake,NonCorals,12,0.564,0.013,33,10.6692,,,,,,,,ICDES,Large,Neither,Neither
2023,Bao,,,,,Cathaica fasciola,,,CF-15 Avg,A,CAS,NonForaminifera,2,2,Natural,Mollusk,Non-lake,NonCorals,13,0.609,0.013,15,12.0438,,,,,,,,ICDES,Large,Neither,Neither
2023,Bao,,,,,Cathaica fasciola,,,CF-20 Avg,A,CAS,NonForaminifera,2,2,Natural,Mollusk,Non-lake,NonCorals,13,0.601,0.006,20,11.6364,,,,,,,,ICDES,Large,Neither,Neither
2023,Bao,,,,,Cathaica fasciola,,,CF-25 Avg,A,CAS,NonForaminifera,2,2,Natural,Mollusk,Non-lake,NonCorals,8,0.581,0.017,25,11.2494,,,,,,,,ICDES,Large,Neither,Neither
2023,Bao,,,,,Acusta ravida,,,AR-21 Avg,A,CAS,NonForaminifera,2,2,Natural,Mollusk,Non-lake,NonCorals,2,0.581,0.003,21,11.5575,,,,,,,,ICDES,Large,Neither,Neither
2023,Bao,,,,,Acusta ravida,,,AR-25 Avg,A,CAS,NonForaminifera,2,2,Natural,Mollusk,Non-lake,NonCorals,2,0.559,0.006,25,11.2494,,,,,,,,ICDES,Large,Neither,Neither
2023,Bao,,,,,Acusta ravida,,,AR-29 Avg,A,CAS,NonForaminifera,2,2,Natural,Mollusk,Non-lake,NonCorals,1,0.593,,29,10.9535,,,,,,,,ICDES,Large,Neither,Neither
2023,Letulle,,,,,Aerothyris kerguelenensis,,,AKER-52,C,LSCE,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.667,0.00435,3.1,13.1037,0.2600,0.025,-8.39,,90,,,ICDES,Unclear,Neither,Neither
2023,Letulle,,,,,Aerothyris kerguelenensis,,,AKER-61,C,LSCE,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.6869,0.00365,4.1,13.0094,1.2000,0.112,-8.16,,90,,,ICDES,Unclear,Neither,Neither
2023,Letulle,,,,,Aerothyris kerguelenensis,,,AKER-68,C,LSCE,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.6811,0.00355,3.4,13.0753,0.8000,0.075,-8.26,,90,,,ICDES,Unclear,Neither,Neither
2023,Letulle,,,,,Liothyrella uva,,,LUVA-PAL,C,LSCE,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.6941,0.00435,-1.1,13.5115,0.4000,0.040,-8.02,,90,,,ICDES,Unclear,Neither,Neither
2023,Letulle,,,,,Magellania fragilis,,,MFRA-CEA,C,LSCE,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.6921,0.0039,-1.9,13.5913,0.4000,0.040,-8.02,,90,,,ICDES,Unclear,Neither,Neither
2023,Letulle,,,,,Stenosarina crosnieri,,,SCRO-1,C,LSCE,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.6387,0.00545,10,12.4729,0.9000,0.079,-8.64,,90,,,ICDES,Unclear,Neither,Neither
2023,Letulle,,,,,Stenosarina globosa,,,SGLO-M2,C,LSCE,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.621,0.00655,16.4,11.9276,0.7000,0.057,-8.69,,90,,,ICDES,Unclear,Neither,Neither
2023,Letulle,,,,,Stenosarina globosa,,,SGLO-M2*,C,LSCE,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.6388,0.00545,16.4,11.9276,0.7000,0.057,-8.69,,90,,,ICDES,Unclear,Neither,Neither
2023,Letulle,,,,,Tichosina cubensis,,,TCUB-2*,C,LSCE,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.6248,0.0043,17.3,11.8538,1.0000,0.081,-4.46,,90,,,ICDES,Unclear,Neither,Neither
2023,Letulle,,,,,Tichosina sp,,,TDES-B2,C,LSCE,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.6086,0.00655,23.5,11.3635,1.0000,0.076,-4.46,,90,,,ICDES,Unclear,Neither,Neither
2023,Letulle,,,,,Tichosina sp,,,TDES-G1,C,LSCE,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.6049,0.00475,23.5,11.3635,1.0000,0.076,-4.46,,90,,,ICDES,Unclear,Neither,Neither
2023,Letulle,,,,,Tichosina cubensis,,,TGAL-3,C,LSCE,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,2,0.6312,0.0043,16.6,11.9111,1.0000,0.082,-4.46,,90,,,ICDES,Unclear,Neither,Neither
2023,Letulle,,,,,Tichosina cubensis,,,TGAL-4,C,LSCE,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.6113,0.00345,16.6,11.9111,1.0000,0.082,-4.46,,90,,,ICDES,Unclear,Neither,Neither
2023,Letulle,,,,,Tichosina cf plicata,,,TPLI-2,C,LSCE,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.5974,0.0047,23.5,11.3635,1.0000,0.076,-4.46,,90,,,ICDES,Unclear,Neither,Neither
2023,Letulle,,,,,Aerothyris kerguelenensis,,,WB4A,C,LSCE,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.6664,0.00355,3.9,13.0282,0.6000,0.056,-8.31,,90,,,ICDES,Unclear,Neither,Neither
2023,Letulle,,,,,Aerothyris kerguelenensis,,,WB4B,C,LSCE,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.6752,0.00355,3.7,13.0470,0.6000,0.056,-8.31,,90,,,ICDES,Unclear,Neither,Neither
2023,Letulle,,,,,Terebratella sanguinea,,,WB5,C,LSCE,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.664,0.004,13.6,12.1617,2.3000,0.193,-14.26,,90,,,ICDES,Unclear,Neither,Neither
2023,Letulle,,,,,Liothyrella neozelanica,,,WB6,C,LSCE,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.630,0.004,13.2,12.1957,2.5000,0.210,-14.17,,90,,,ICDES,Unclear,Neither,Neither
2023,Letulle,,,,,Notosaria nigricans,,,WB8,C,LSCE,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,2,0.650,0.004,10.4,12.4377,2.0000,0.174,-14.39,,90,,,ICDES,Unclear,Neither,Neither
2023,Anderson,,,,,Bison bison tooth,,,BISON_ENAMEL_A,Apatite,MIT,NonForaminifera,2,1,Natural,NonMollusk,Non-lake,NonCorals,12,0.565,0.006,38.7,10.2827,1.0000,0.066,,,70,,,ICDES,Small,Neither,Neither
2023,Anderson,,,,,Crocodylus acutus tooth,,,CROCRO-A,Apatite,MIT,NonForaminifera,2,1,Natural,NonMollusk,Non-lake,NonCorals,15,0.590,0.006,28.7,10.9753,5.0000,0.355,,,70,,,ICDES,Small,Neither,Neither
2023,Anderson,,,,,Somniosus microcephalus tooth,,,GS-A,Apatite,MIT,NonForaminifera,2,1,Natural,NonMollusk,Non-lake,NonCorals,11,0.660,0.007,2,13.2087,1.0000,0.095,,,70,,,ICDES,Small,Neither,Neither
2023,Anderson,,,,,Lingula brachiopod valves,,,JAPAN_IB,Apatite,MIT,NonForaminifera,2,1,Natural,NonMollusk,Non-lake,NonCorals,7,0.618,0.008,21,11.5575,8.0000,0.604,,,70,,,ICDES,Small,Neither,Neither
2023,Anderson,,,,,Martes americana tooth,,,PM-B,Apatite,MIT,NonForaminifera,2,1,Natural,NonMollusk,Non-lake,NonCorals,11,0.571,0.007,38,10.3291,1.0000,0.066,,,70,,,ICDES,Small,Neither,Neither
2023,Anderson,,,,,,,,BE,D,MIT,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,10,0.607,0.008,25,11.2494,4.0000,0.296,,,70,,,ICDES,Small,Neither,Neither
2023,Anderson,,,,,,,,Q1,D,MIT,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,11,0.586,0.008,32,10.7392,6.0000,0.410,,,70,,,ICDES,Small,Neither,Neither
2023,Anderson,,,,,,,,Leeds 20,D,MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,11,0.490,0.008,70,8.4924,2.0000,0.098,,,70,,,ICDES,Small,Neither,Neither
2023,Anderson,,,,,,,,80-1,D,MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,15,0.498,0.006,80.2,8.0092,2.0000,0.090,,,70,,,ICDES,Small,Neither,Neither
2023,Anderson,,,,,,,,100-A3,D,MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,13,0.435,0.008,102.3,7.0941,2.0000,0.075,,,70,,,ICDES,Small,Neither,Neither
2023,Anderson,,,,,,,,Leeds 14,D,MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,10,0.385,0.008,140,5.8585,2.0000,0.056,,,70,,,ICDES,Small,Neither,Neither
2023,Anderson,,,,,,,,150-A4,D,MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,20,0.354,0.009,152.7,5.5143,2,0.051,,,70,,,ICDES,Small,Neither,Neither
2023,Anderson,,,,,,,,200-A1,D,MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,8,0.310,0.011,201.6,4.4368,2.0000,0.037,,,70,,,ICDES,Small,Neither,Neither
2023,Anderson,,,,,,,,Leeds 85,D,MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,9,0.310,0.008,220,4.1119,2.0000,0.033,,,70,,,ICDES,Small,Neither,Neither
2023,Anderson,,,,,,,,Leeds 86,D,MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,10,0.303,0.008,220,4.1119,2.0000,0.033,,,70,,,ICDES,Small,Neither,Neither
2023,Anderson,,,,,,,,250-A5,D,MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,17,0.267,0.010,252.1,3.6247,2.0000,0.027,,,70,,,ICDES,Small,Neither,Neither
